,DateI,DateD,N,E,U,Tech1,dN,dE,dU,Tech2,Descr
0,20051105,2005.8462,-151.9,128.5,2.3,rrr,2.6,3.0,8.7,0.0043,Southern_California.20051105.stacov.point-2016/02/16-10:12:06 
1,20051106,2005.8489,-148.2,125.2,-1.2,rrr,2.6,3.0,8.5,0.0401,Southern_California.20051106.stacov.point-2016/02/16-10:12:08 
2,20051107,2005.8517,-147.5,125.3,-2.5,rrr,2.5,2.8,8.2,0.0087,Southern_California.20051107.stacov.point-2016/02/16-10:12:11 
3,20051108,2005.8544,-146.0,126.0,-0.1,rrr,2.6,2.8,8.4,-0.0193,Southern_California.20051108.stacov.point-2016/02/16-10:12:13 
4,20051109,2005.8571,-150.8,126.4,1.2,rrr,2.6,2.8,8.6,0.0077,Southern_California.20051109.stacov.point-2016/02/16-10:12:17 
5,20051110,2005.8599,-147.0,126.2,0.2,rrr,2.6,2.8,8.4,0.0338,Southern_California.20051110.stacov.point-2016/02/16-10:12:19 
6,20051111,2005.8626,-148.7,128.0,-1.3,rrr,2.6,2.7,8.6,-0.0181,Southern_California.20051111.stacov.point-2016/02/16-10:12:24 
7,20051112,2005.8654,-147.7,126.0,-7.4,rrr,2.5,2.8,8.2,-0.0058,Southern_California.20051112.stacov.point-2016/02/16-10:12:26 
8,20051113,2005.8681,-147.2,126.5,-7.3,rrr,2.5,2.7,7.9,-0.0218,Southern_California.20051113.stacov.point-2016/02/16-10:12:28 
9,20051114,2005.8708,-148.2,125.4,-5.4,rrr,2.5,2.8,8.2,0.0049,Southern_California.20051114.stacov.point-2016/02/16-10:12:31 
10,20051115,2005.8736,-147.1,126.3,-3.6,rrr,2.5,2.7,8.0,0.0481,Southern_California.20051115.stacov.point-2016/02/16-10:12:33 
11,20051116,2005.8763,-148.5,125.1,-9.1,rrr,2.5,2.7,8.0,0.0485,Southern_California.20051116.stacov.point-2016/02/16-10:12:34 
12,20051117,2005.879,-148.4,124.3,-8.5,rrr,2.7,2.8,8.6,-0.0026,Southern_California.20051117.stacov.point-2016/02/16-10:12:37 
13,20051125,2005.9009,-149.5,123.3,-6.8,rrr,2.5,2.8,8.4,-0.0222,Southern_California.20051125.stacov.point-2016/02/16-10:12:57 
14,20051126,2005.9037,-145.2,118.4,-3.1,rrr,2.7,2.9,9.1,-0.0175,Southern_California.20051126.stacov.point-2016/02/16-10:13:00 
15,20051127,2005.9064,-152.8,126.4,-8.2,rrr,2.5,2.7,8.2,0.0134,Southern_California.20051127.stacov.point-2016/02/16-10:13:01 
16,20051130,2005.9146,-152.4,124.7,-3.2,rrr,3.9,4.4,13.8,0.018,Southern_California.20051130.stacov.point-2016/02/16-10:13:08 
17,20051215,2005.9557,-148.0,124.7,1.7,rrr,2.5,2.8,8.2,0.0082,Southern_California.20051215.stacov.point-2016/02/16-10:13:48 
18,20051216,2005.9584,-147.8,122.3,-1.5,rrr,2.5,2.7,8.2,0.0233,Southern_California.20051216.stacov.point-2016/02/16-10:13:50 
19,20051217,2005.9612,-147.4,122.9,0.6,rrr,2.4,2.6,7.9,-0.0167,Southern_California.20051217.stacov.point-2016/02/16-10:13:52 
20,20051218,2005.9639,-146.9,122.2,-1.6,rrr,2.4,2.6,7.9,-0.0273,Southern_California.20051218.stacov.point-2016/02/16-10:13:56 
21,20051219,2005.9667,-147.0,122.5,-10.7,rrr,2.5,2.8,8.2,-0.0066,Southern_California.20051219.stacov.point-2016/02/16-10:13:58 
22,20051220,2005.9694,-147.0,122.0,-5.1,rrr,2.5,2.9,8.2,-0.0044,Southern_California.20051220.stacov.point-2016/02/16-10:14:03 
23,20051221,2005.9721,-147.1,122.3,-2.6,rrr,2.5,2.8,8.2,0.0029,Southern_California.20051221.stacov.point-2016/02/16-10:14:05 
24,20051222,2005.9749,-146.8,123.3,-6.3,rrr,2.5,2.8,8.2,0.0096,Southern_California.20051222.stacov.point-2016/02/16-10:14:07 
25,20051223,2005.9776,-146.9,122.2,-2.5,rrr,2.6,2.8,8.4,-0.0312,Southern_California.20051223.stacov.point-2016/02/16-10:14:09 
26,20051224,2005.9803,-148.7,123.2,-5.5,rrr,2.5,2.8,8.2,0.0014,Southern_California.20051224.stacov.point-2016/02/16-10:14:12 
27,20051225,2005.9831,-147.1,122.4,5.2,rrr,2.5,2.7,8.1,-0.0402,Southern_California.20051225.stacov.point-2016/02/16-10:14:14 
28,20051226,2005.9858,-146.1,120.2,2.6,rrr,2.5,2.8,8.2,0.0046,Southern_California.20051226.stacov.point-2016/02/16-10:14:17 
29,20051227,2005.9886,-148.2,123.0,-4.2,rrr,2.5,2.8,8.2,0.0102,Southern_California.20051227.stacov.point-2016/02/16-10:14:20 
30,20051228,2005.9913,-148.8,122.2,3.8,rrr,2.5,2.8,8.2,0.0094,Southern_California.20051228.stacov.point-2016/02/16-10:14:21 
31,20051229,2005.994,-151.2,122.9,-7.2,rrr,2.5,2.8,8.4,-0.0358,Southern_California.20051229.stacov.point-2016/02/16-10:14:23 
32,20051230,2005.9968,-149.8,121.7,0.1,rrr,2.5,2.8,8.2,0.0019,Southern_California.20051230.stacov.point-2016/02/16-10:14:25 
33,20051231,2005.9995,-150.0,122.1,2.9,rrr,2.5,2.8,8.2,-0.003,Southern_California.20051231.stacov.point-2016/02/16-10:14:27 
34,20060101,2006.0022,-147.9,121.2,2.6,rrr,2.5,2.8,8.2,0.0157,Southern_California.20060101.stacov.point-2016/02/16-10:14:31 
35,20060102,2006.005,-155.8,122.1,-5.7,rrr,2.6,2.9,8.9,-0.0239,Southern_California.20060102.stacov.point-2016/02/16-10:14:33 
