,DateI,DateD,N,E,U,Tech1,dN,dE,dU,Tech2,Descr
0,20200112,2020.0313,-28.0,24.0,-0.1,rrr,2.3,2.6,7.7,-0.0199,Southern_California.20200112.stacov.point-2020/05/11-22:28:16 
1,20200113,2020.034,-27.4,24.4,-3.2,rrr,2.3,2.7,7.9,0.0341,Southern_California.20200113.stacov.point-2020/05/12-22:27:09 
2,20200114,2020.0368,-27.4,24.2,-2.2,rrr,2.3,2.6,7.7,-0.0094,Southern_California.20200114.stacov.point-2020/05/13-22:27:06 
3,20200115,2020.0395,-27.5,23.8,-4.2,rrr,2.3,2.6,7.7,-0.0089,Southern_California.20200115.stacov.point-2020/05/14-22:28:06 
4,20200116,2020.0422,-26.2,24.4,-0.2,rrr,2.4,2.8,7.8,0.0569,Southern_California.20200116.stacov.point-2020/05/15-22:28:15 
5,20200118,2020.0477,-26.3,24.7,-1.1,rrr,2.3,2.6,7.7,-0.0106,Southern_California.20200118.stacov.point-2020/05/17-22:28:42 
6,20200119,2020.0505,-26.2,26.0,-6.2,rrr,2.3,2.6,7.7,-0.0166,Southern_California.20200119.stacov.point-2020/05/18-22:27:35 
7,20200120,2020.0532,-25.8,25.0,-1.5,rrr,2.4,2.7,8.1,0.0126,Southern_California.20200120.stacov.point-2020/05/19-22:28:37 
8,20200121,2020.0559,-27.4,23.9,0.2,rrr,2.3,2.6,7.7,-0.0325,Southern_California.20200121.stacov.point-2020/05/20-22:28:19 
9,20200122,2020.0587,-26.8,24.8,-4.3,rrr,2.3,2.6,7.7,-0.0106,Southern_California.20200122.stacov.point-2020/05/21-22:28:29 
10,20200123,2020.0614,-25.7,25.8,-3.3,rrr,2.3,2.6,7.8,-0.0229,Southern_California.20200123.stacov.point-2020/05/22-22:27:35 
11,20200124,2020.0641,-25.6,23.6,0.4,rrr,2.3,2.6,7.7,-0.0143,Southern_California.20200124.stacov.point-2020/05/23-22:28:43 
12,20200125,2020.0669,-26.6,24.4,-0.2,rrr,2.3,2.6,7.7,-0.0169,Southern_California.20200125.stacov.point-2020/05/24-22:27:34 
13,20200126,2020.0696,-25.2,23.4,-0.8,rrr,2.3,2.6,7.8,-0.0117,Southern_California.20200126.stacov.point-2020/05/25-22:29:41 
